tripduration (s),tripduration (m/s),starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,Age 
2947,49.12,33:33.1,22:40.1,3481,York St,40.71649,-74.04105,3481,York St,40.71649,-74.04105,42223,Customer,1997,Female,23
511,8.52,34:19.8,42:51.3,3638,Washington St,40.7242941,-74.0354826,3278,Monmouth and 6th,40.72568548,-74.04879034,42543,Subscriber,1962,Male,58
1681,28.02,35:23.8,03:24.8,3209,Brunswick St,40.7241765,-74.0506564,3202,Newport PATH,40.7272235,-74.0337589,42249,Customer,1995,Female,25
926,15.43,36:03.0,51:29.3,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,39059,Subscriber,1964,Female,56
1946,32.43,36:17.7,08:44.0,3681,Grand St,40.71517768,-74.03768331,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42544,Subscriber,1993,Female,27
899,14.98,36:29.4,51:29.3,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,42226,Subscriber,1963,Male,57
674,11.23,36:35.3,47:49.4,3681,Grand St,40.71517768,-74.03768331,3199,Newport Pkwy,40.7287448,-74.0321082,42469,Customer,1993,Male,27
2767,46.12,38:59.7,25:07.6,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,42486,Customer,1989,Female,31
1431,23.85,39:11.5,03:02.9,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,42411,Customer,1989,Male,31
1108,18.47,41:35.4,00:03.6,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,42635,Customer,1990,Male,30
701,11.68,45:48.5,57:29.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3184,Paulus Hook,40.7141454,-74.0335519,42140,Subscriber,1977,Male,43
1986,33.1,48:38.3,21:44.7,3272,Jersey & 3rd,40.72333159,-74.04595256,3272,Jersey & 3rd,40.72333159,-74.04595256,42493,Customer,1985,Male,35
1811,30.18,50:26.2,20:37.3,3677,Glenwood Ave,40.72755147,-74.07106072,3199,Newport Pkwy,40.7287448,-74.0321082,42451,Subscriber,1959,Male,61
380,6.33,53:12.8,59:33.1,3195,Sip Ave,40.7308971,-74.06391263,3280,Astor Place,40.7192822,-74.07126188,42582,Subscriber,1959,Male,61
1075,17.92,57:19.7,15:15.0,3205,JC Medical Center,40.71653978,-74.04963791,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,42235,Customer,1992,Female,28
1613,26.88,58:12.7,25:05.8,3184,Paulus Hook,40.7141454,-74.0335519,3194,McGinley Square,40.72533993,-74.06762213,42140,Subscriber,1977,Male,43
1735,28.92,58:22.0,27:17.1,3209,Brunswick St,40.7241765,-74.0506564,3209,Brunswick St,40.7241765,-74.0506564,42323,Customer,1992,Male,28
85794,1429.9,05:06.0,55:00.5,3267,Morris Canal,40.71241882,-74.03852552,3276,Marin Light Rail,40.71458404,-74.04281706,42264,Customer,1969,Unknown,51
394,6.57,06:41.5,13:15.8,3267,Morris Canal,40.71241882,-74.03852552,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42151,Subscriber,1985,Male,35
703,11.72,07:24.5,19:08.0,3184,Paulus Hook,40.7141454,-74.0335519,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42296,Subscriber,1972,Male,48
1869,31.15,09:17.7,40:26.8,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3681,Grand St,40.71517768,-74.03768331,42544,Subscriber,1993,Female,27
1115,18.58,12:51.6,31:26.8,3202,Newport PATH,40.7272235,-74.0337589,3195,Sip Ave,40.7308971,-74.06391263,42124,Subscriber,1981,Female,39
1105,18.42,12:54.4,31:19.7,3202,Newport PATH,40.7272235,-74.0337589,3195,Sip Ave,40.7308971,-74.06391263,42329,Customer,1987,Male,33
1516,25.27,13:15.1,38:31.2,3199,Newport Pkwy,40.7287448,-74.0321082,3211,Newark Ave,40.72152515,-74.04630454,42469,Subscriber,1985,Female,35
908,15.13,18:24.8,33:33.7,3184,Paulus Hook,40.7141454,-74.0335519,3211,Newark Ave,40.72152515,-74.04630454,42449,Subscriber,1986,Female,34
315,5.25,18:34.8,23:50.1,3195,Sip Ave,40.7308971,-74.06391263,3679,Bergen Ave,40.72210379,-74.071455,42222,Subscriber,1996,Female,24
467,7.78,18:50.3,26:37.3,3195,Sip Ave,40.7308971,-74.06391263,3281,Leonard Gordon Park,40.74590997,-74.05727148,42507,Subscriber,1990,Male,30
1385,23.08,19:33.6,42:38.8,3211,Newark Ave,40.72152515,-74.04630454,3199,Newport Pkwy,40.7287448,-74.0321082,42446,Customer,1989,Male,31
347,5.78,22:33.2,28:20.8,3268,Lafayette Park,40.71346383,-74.06285852,3185,City Hall,40.7177325,-74.043845,42368,Subscriber,1992,Male,28
249,4.15,22:34.0,26:43.2,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,42602,Subscriber,1986,Male,34
1557,25.95,23:00.7,48:57.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42203,Customer,1996,Female,24
1550,25.83,23:08.7,48:58.8,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42174,Customer,1996,Male,24
985,16.42,26:05.3,42:30.9,3186,Grove St PATH,40.71958612,-74.04311746,3199,Newport Pkwy,40.7287448,-74.0321082,42486,Customer,1989,Female,31
1059,17.65,28:13.0,45:53.0,3198,Heights Elevator,40.74871595,-74.0404433,3678,Fairmount Ave,40.72572614,-74.07195926,42159,Subscriber,1970,Male,50
939,15.65,32:09.4,47:48.6,3677,Glenwood Ave,40.72755147,-74.07106072,3678,Fairmount Ave,40.72572614,-74.07195926,42525,Customer,2002,Female,18
2016,33.6,35:17.5,08:54.0,3199,Newport Pkwy,40.7287448,-74.0321082,3677,Glenwood Ave,40.72755147,-74.07106072,42451,Subscriber,1959,Male,61
1711,28.52,36:30.0,05:01.5,3187,Warren St,40.7211236,-74.03805095,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,42426,Customer,1969,Unknown,51
2859,47.65,37:20.9,25:00.2,3187,Warren St,40.7211236,-74.03805095,3694,Jackson Square,40.71113,-74.0789,42359,Customer,1969,Unknown,51
198,3.3,38:18.5,41:37.2,3205,JC Medical Center,40.71653978,-74.04963791,3276,Marin Light Rail,40.71458404,-74.04281706,42126,Subscriber,1982,Male,38
1551,25.85,38:50.1,04:41.8,3211,Newark Ave,40.72152515,-74.04630454,3639,Harborside,40.7192517,-74.034234,42469,Subscriber,1985,Female,35
646,10.77,39:29.4,50:15.9,3185,City Hall,40.7177325,-74.043845,3268,Lafayette Park,40.71346383,-74.06285852,42368,Subscriber,1992,Male,28
673,11.22,50:09.8,01:23.1,3272,Jersey & 3rd,40.72333159,-74.04595256,3212,Christ Hospital,40.73478582,-74.05044364,42218,Subscriber,1984,Male,36
564,9.4,54:32.6,03:57.5,3186,Grove St PATH,40.71958612,-74.04311746,3184,Paulus Hook,40.7141454,-74.0335519,42382,Subscriber,1986,Female,34
372,6.2,59:47.6,06:00.0,3195,Sip Ave,40.7308971,-74.06391263,3679,Bergen Ave,40.72210379,-74.071455,42329,Subscriber,1989,Unknown,31
409,6.82,01:56.7,08:45.9,3193,Lincoln Park,40.7246051,-74.07840595,3280,Astor Place,40.7192822,-74.07126188,42334,Subscriber,1960,Male,60
476,7.93,04:57.4,12:53.5,3639,Harborside,40.7192517,-74.034234,3199,Newport Pkwy,40.7287448,-74.0321082,42469,Subscriber,1985,Female,35
1109,18.48,05:30.5,24:00.2,3185,City Hall,40.7177325,-74.043845,3694,Jackson Square,40.71113,-74.0789,42137,Subscriber,1988,Male,32
786,13.1,05:53.9,19:00.2,3199,Newport Pkwy,40.7287448,-74.0321082,3483,Montgomery St,40.71942,-74.05099,42286,Subscriber,1958,Male,62
348,5.8,08:42.3,14:30.8,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,42547,Subscriber,1964,Male,56
346,5.77,10:33.0,16:19.3,3195,Sip Ave,40.7308971,-74.06391263,3679,Bergen Ave,40.72210379,-74.071455,42124,Customer,2001,Male,19
569,9.48,11:59.7,21:29.4,3195,Sip Ave,40.7308971,-74.06391263,3212,Christ Hospital,40.73478582,-74.05044364,42481,Subscriber,1971,Female,49
2238,37.3,13:12.9,50:30.9,3186,Grove St PATH,40.71958612,-74.04311746,3272,Jersey & 3rd,40.72333159,-74.04595256,42134,Customer,1990,Female,30
2246,37.43,13:20.3,50:46.6,3186,Grove St PATH,40.71958612,-74.04311746,3272,Jersey & 3rd,40.72333159,-74.04595256,42352,Customer,1991,Female,29
876,14.6,20:47.6,35:23.8,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,42550,Subscriber,1984,Male,36
528,8.8,22:01.9,30:50.5,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,42547,Subscriber,1964,Male,56
2311,38.52,25:10.8,03:41.9,3210,Pershing Field,40.74267714,-74.05178863,3210,Pershing Field,40.74267714,-74.05178863,42248,Subscriber,1995,Female,25
2190,36.5,26:53.1,03:23.3,3272,Jersey & 3rd,40.72333159,-74.04595256,3272,Jersey & 3rd,40.72333159,-74.04595256,42429,Subscriber,1966,Male,54
1646,27.43,30:05.3,57:32.0,3639,Harborside,40.7192517,-74.034234,3639,Harborside,40.7192517,-74.034234,42520,Subscriber,1991,Female,29
451,7.52,52:18.2,59:49.5,3677,Glenwood Ave,40.72755147,-74.07106072,3191,Union St,40.7182113,-74.0836394,42451,Subscriber,1977,Male,43
149,2.48,00:12.4,02:42.4,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,42215,Subscriber,1988,Male,32
143,2.38,09:21.4,11:44.6,3638,Washington St,40.7242941,-74.0354826,3187,Warren St,40.7211236,-74.03805095,42476,Subscriber,1975,Male,45
2153,35.88,19:05.1,54:58.8,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,42486,Customer,1992,Female,28
1676,27.93,19:26.5,47:22.8,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42128,Customer,1993,Male,27
2090,34.83,19:36.5,54:27.2,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,42446,Customer,1993,Female,27
3591,59.85,21:23.2,21:14.7,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,42251,Customer,1969,Unknown,51
3572,59.53,22:14.1,21:46.2,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,42198,Customer,1969,Unknown,51
781,13.02,25:45.0,38:46.0,3279,Dixon Mills,40.72163014,-74.04996783,3210,Pershing Field,40.74267714,-74.05178863,42536,Customer,1981,Male,39
1823,30.38,30:33.7,00:57.6,3184,Paulus Hook,40.7141454,-74.0335519,3276,Marin Light Rail,40.71458404,-74.04281706,42152,Subscriber,1989,Male,31
1462,24.37,34:33.8,58:56.1,3268,Lafayette Park,40.71346383,-74.06285852,3694,Jackson Square,40.71113,-74.0789,42268,Customer,1969,Unknown,51
4495,74.92,36:25.8,51:21.2,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,42180,Subscriber,1964,Male,56
1312,21.87,43:04.8,04:57.1,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.71241882,-74.03852552,42151,Customer,1969,Unknown,51
984,16.4,48:52.0,05:16.2,3191,Union St,40.7182113,-74.0836394,3275,Columbus Drive,40.7183552,-74.03891444,42261,Customer,1999,Male,21
398,6.63,51:28.9,58:07.5,3214,Essex Light Rail,40.7127742,-74.0364857,3199,Newport Pkwy,40.7287448,-74.0321082,42517,Subscriber,1991,Male,29
934,15.57,18:30.7,34:04.7,3279,Dixon Mills,40.72163014,-74.04996783,3201,Dey St,40.737711,-74.066921,42489,Subscriber,1995,Unknown,25
935,15.58,26:58.0,42:33.8,3280,Astor Place,40.7192822,-74.07126188,3280,Astor Place,40.7192822,-74.07126188,42582,Subscriber,1959,Male,61
481,8.02,36:27.7,44:29.0,3211,Newark Ave,40.72152515,-74.04630454,3276,Marin Light Rail,40.71458404,-74.04281706,42449,Subscriber,1986,Female,34
472,7.87,36:29.3,44:21.8,3211,Newark Ave,40.72152515,-74.04630454,3276,Marin Light Rail,40.71458404,-74.04281706,42254,Customer,1990,Female,30
447,7.45,36:45.2,44:12.7,3211,Newark Ave,40.72152515,-74.04630454,3276,Marin Light Rail,40.71458404,-74.04281706,42445,Subscriber,1986,Male,34
1431,23.85,43:09.9,07:01.7,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,42127,Subscriber,1959,Male,61
373,6.22,49:40.8,55:54.1,3207,Oakland Ave,40.7376037,-74.0524783,3201,Dey St,40.737711,-74.066921,42233,Subscriber,1989,Female,31
178,2.97,13:49.6,16:48.4,3194,McGinley Square,40.72533993,-74.06762213,3280,Astor Place,40.7192822,-74.07126188,42153,Customer,1969,Unknown,51
310,5.17,17:38.0,22:48.6,3195,Sip Ave,40.7308971,-74.06391263,3679,Bergen Ave,40.72210379,-74.071455,42127,Subscriber,1986,Male,34
364,6.07,59:29.3,05:33.6,3677,Glenwood Ave,40.72755147,-74.07106072,3280,Astor Place,40.7192822,-74.07126188,42442,Subscriber,1959,Male,61
297,4.95,59:12.5,04:10.0,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,42383,Subscriber,1988,Female,32
926,15.43,30:36.2,46:02.9,3186,Grove St PATH,40.71958612,-74.04311746,3212,Christ Hospital,40.73478582,-74.05044364,42341,Subscriber,1997,Male,23
728,12.13,39:51.4,52:00.2,3678,Fairmount Ave,40.72572614,-74.07195926,3276,Marin Light Rail,40.71458404,-74.04281706,42159,Customer,1969,Unknown,51
409,6.82,43:54.3,50:43.8,3205,JC Medical Center,40.71653978,-74.04963791,3187,Warren St,40.7211236,-74.03805095,42208,Subscriber,1983,Male,37
241,4.02,49:09.3,53:10.4,3186,Grove St PATH,40.71958612,-74.04311746,3483,Montgomery St,40.71942,-74.05099,42131,Subscriber,1987,Male,33
5879,97.98,07:06.8,45:06.3,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,40517,Customer,1969,Unknown,51
5894,98.23,07:23.4,45:37.9,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42417,Customer,1969,Unknown,51
2540,42.33,31:06.5,13:26.7,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,42328,Subscriber,1959,Male,61
3952,65.87,03:44.0,09:36.2,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,42495,Subscriber,1981,Female,39
619,10.32,03:51.7,14:11.6,3199,Newport Pkwy,40.7287448,-74.0321082,3213,Van Vorst Park,40.71848892,-74.04772663,42280,Customer,1993,Male,27
250,4.17,07:06.0,11:16.9,3194,McGinley Square,40.72533993,-74.06762213,3280,Astor Place,40.7192822,-74.07126188,42140,Subscriber,1960,Male,60
3532,58.87,07:14.1,06:06.3,3213,Van Vorst Park,40.71848892,-74.04772663,3213,Van Vorst Park,40.71848892,-74.04772663,42138,Customer,1969,Unknown,51
1816,30.27,07:19.7,37:36.0,3267,Morris Canal,40.71241882,-74.03852552,3214,Essex Light Rail,40.7127742,-74.0364857,42571,Subscriber,1963,Female,57
476,7.93,11:27.4,19:24.3,3192,Liberty Light Rail,40.7112423,-74.0557013,3211,Newark Ave,40.72152515,-74.04630454,42504,Customer,1969,Unknown,51
495,8.25,11:51.1,20:06.2,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,42278,Subscriber,1977,Male,43
843,14.05,13:46.7,27:50.4,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3678,Fairmount Ave,40.72572614,-74.07195926,42426,Subscriber,1978,Male,42
2658,44.3,13:56.7,58:15.4,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,42328,Subscriber,1959,Male,61
1012,16.87,15:38.7,32:31.2,3206,Hilltop,40.7311689,-74.0575736,3199,Newport Pkwy,40.7287448,-74.0321082,42388,Customer,1969,Unknown,51
2242,37.37,17:51.3,55:14.2,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,42549,Customer,1992,Female,28
6948,115.8,18:17.6,14:06.5,3202,Newport PATH,40.7272235,-74.0337589,3184,Paulus Hook,40.7141454,-74.0335519,42446,Customer,1971,Male,49
6913,115.22,18:43.8,13:57.4,3202,Newport PATH,40.7272235,-74.0337589,3184,Paulus Hook,40.7141454,-74.0335519,42412,Customer,1975,Male,45
2164,36.07,18:54.0,54:58.1,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,42209,Customer,1990,Male,30
3804,63.4,23:02.2,26:26.5,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3203,Hamilton Park,40.72759597,-74.04424731,42302,Customer,1980,Male,40
3970,66.17,28:36.1,34:46.3,3186,Grove St PATH,40.71958612,-74.04311746,3186,Grove St PATH,40.71958612,-74.04311746,42117,Subscriber,1985,Male,35
177,2.95,35:02.1,38:00.1,3193,Lincoln Park,40.7246051,-74.07840595,3678,Fairmount Ave,40.72572614,-74.07195926,42617,Subscriber,1978,Male,42
7335,122.25,36:00.5,38:16.0,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,42109,Customer,1990,Female,30
7038,117.3,40:22.1,37:40.9,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,42189,Customer,1988,Male,32
4497,74.95,45:11.0,00:08.1,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42424,Customer,1983,Male,37
168,2.8,46:25.6,49:14.1,3193,Lincoln Park,40.7246051,-74.07840595,3678,Fairmount Ave,40.72572614,-74.07195926,42192,Subscriber,1978,Male,42
1853,30.88,47:23.1,18:16.7,3267,Morris Canal,40.71241882,-74.03852552,3211,Newark Ave,40.72152515,-74.04630454,42366,Subscriber,1985,Male,35
1000,16.67,47:41.9,04:22.1,3212,Christ Hospital,40.73478582,-74.05044364,3186,Grove St PATH,40.71958612,-74.04311746,42218,Customer,1998,Male,22
4440,74,47:59.1,02:00.0,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,40517,Customer,1982,Female,38
497,8.28,49:47.0,58:04.2,3192,Liberty Light Rail,40.7112423,-74.0557013,3214,Essex Light Rail,40.7127742,-74.0364857,42148,Subscriber,1986,Male,34
1838,30.63,51:22.1,22:00.4,3269,Brunswick & 6th,40.72601173,-74.05038893,3205,JC Medical Center,40.71653978,-74.04963791,42459,Subscriber,1968,Male,52
182,3.03,54:32.5,57:34.9,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42321,Subscriber,1986,Male,34
1225,20.42,55:52.0,16:17.7,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,42314,Subscriber,1965,Male,55
140,2.33,57:39.8,00:00.5,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3194,McGinley Square,40.72533993,-74.06762213,42365,Subscriber,1994,Male,26
777,12.95,05:42.4,18:40.2,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,42363,Subscriber,1959,Male,61
1714,28.57,06:28.9,35:03.4,3203,Hamilton Park,40.72759597,-74.04424731,3187,Warren St,40.7211236,-74.03805095,42168,Subscriber,1971,Female,49
1644,27.4,07:43.7,35:08.6,3185,City Hall,40.7177325,-74.043845,3639,Harborside,40.7192517,-74.034234,42136,Subscriber,1962,Male,58
649,10.82,09:33.4,20:22.9,3678,Fairmount Ave,40.72572614,-74.07195926,3678,Fairmount Ave,40.72572614,-74.07195926,42617,Subscriber,1966,Male,54
6290,104.83,10:18.1,55:08.2,3270,Jersey & 6th St,40.72528911,-74.04557168,3278,Monmouth and 6th,40.72568548,-74.04879034,42477,Customer,1969,Unknown,51
615,10.25,12:40.4,22:55.5,3276,Marin Light Rail,40.71458404,-74.04281706,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42445,Subscriber,1968,Male,52
830,13.83,14:40.6,28:31.0,3186,Grove St PATH,40.71958612,-74.04311746,3187,Warren St,40.7211236,-74.03805095,42155,Subscriber,1989,Male,31
269,4.48,14:44.0,19:13.6,3186,Grove St PATH,40.71958612,-74.04311746,3639,Harborside,40.7192517,-74.034234,42602,Subscriber,1992,Female,28
1899,31.65,14:50.7,46:29.8,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,42375,Subscriber,1958,Male,62
866,14.43,16:36.6,31:03.1,3273,Manila & 1st,40.72165072,-74.04288411,3273,Manila & 1st,40.72165072,-74.04288411,42564,Customer,1993,Male,27
4258,70.97,17:17.0,28:15.9,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,42209,Subscriber,1983,Male,37
2910,48.5,17:35.4,06:05.6,3209,Brunswick St,40.7241765,-74.0506564,3209,Brunswick St,40.7241765,-74.0506564,42450,Subscriber,1965,Male,55
767,12.78,17:59.4,30:46.5,3273,Manila & 1st,40.72165072,-74.04288411,3273,Manila & 1st,40.72165072,-74.04288411,42237,Customer,1995,Female,25
2144,35.73,23:08.1,58:52.5,3205,JC Medical Center,40.71653978,-74.04963791,3192,Liberty Light Rail,40.7112423,-74.0557013,42459,Subscriber,1968,Male,52
1068,17.8,24:39.6,42:27.7,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42445,Subscriber,1968,Male,52
3109,51.82,26:20.9,18:10.0,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,27686,Customer,1988,Female,32
3167,52.78,26:21.0,19:08.2,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,40910,Subscriber,1992,Male,28
6270,104.5,27:13.6,11:44.4,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,42380,Customer,1969,Unknown,51
5391,89.85,27:18.3,57:10.1,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,42573,Customer,1969,Unknown,51
960,16,27:23.6,43:24.6,3678,Fairmount Ave,40.72572614,-74.07195926,3196,Riverview Park,40.7443187,-74.0439909,42525,Subscriber,1970,Male,50
6222,103.7,27:29.2,11:11.6,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,42547,Customer,1969,Unknown,51
218,3.63,29:19.7,32:58.6,3205,JC Medical Center,40.71653978,-74.04963791,3272,Jersey & 3rd,40.72333159,-74.04595256,42549,Subscriber,1986,Male,34
2233,37.22,30:35.6,07:48.7,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42410,Subscriber,1971,Female,49
218,3.63,33:49.4,37:28.3,3184,Paulus Hook,40.7141454,-74.0335519,3276,Marin Light Rail,40.71458404,-74.04281706,42384,Subscriber,1988,Male,32
2160,36,35:54.2,11:54.2,3639,Harborside,40.7192517,-74.034234,3185,City Hall,40.7177325,-74.043845,42136,Subscriber,1962,Male,58
3068,51.13,40:18.8,31:27.2,3279,Dixon Mills,40.72163014,-74.04996783,3185,City Hall,40.7177325,-74.043845,42172,Subscriber,1993,Female,27
630,10.5,40:22.7,50:53.2,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,42384,Subscriber,1983,Male,37
3984,66.4,42:01.8,48:26.0,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,42110,Subscriber,1956,Male,64
408,6.8,42:07.3,48:55.3,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,42238,Subscriber,1953,Female,67
4535,75.58,43:12.7,58:48.1,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42499,Customer,1989,Male,31
1295,21.58,44:23.3,05:58.4,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3214,Essex Light Rail,40.7127742,-74.0364857,42445,Subscriber,1968,Male,52
608,10.13,46:08.8,56:17.0,3213,Van Vorst Park,40.71848892,-74.04772663,3211,Newark Ave,40.72152515,-74.04630454,42194,Customer,1990,Male,30
994,16.57,52:08.6,08:42.6,3199,Newport Pkwy,40.7287448,-74.0321082,3184,Paulus Hook,40.7141454,-74.0335519,42388,Customer,1980,Female,40
938,15.63,52:18.2,07:56.9,3199,Newport Pkwy,40.7287448,-74.0321082,3184,Paulus Hook,40.7141454,-74.0335519,42469,Customer,1980,Male,40
983,16.38,55:43.3,12:06.9,3187,Warren St,40.7211236,-74.03805095,3195,Sip Ave,40.7308971,-74.06391263,42145,Customer,1969,Unknown,51
1662,27.7,56:08.4,23:50.7,3639,Harborside,40.7192517,-74.034234,3203,Hamilton Park,40.72759597,-74.04424731,42599,Customer,1991,Female,29
1282,21.37,58:08.7,19:31.2,3639,Harborside,40.7192517,-74.034234,3270,Jersey & 6th St,40.72528911,-74.04557168,42374,Customer,1986,Male,34
1321,22.02,59:48.7,21:50.4,3192,Liberty Light Rail,40.7112423,-74.0557013,3267,Morris Canal,40.71241882,-74.03852552,42459,Subscriber,1968,Male,52
205,3.42,03:44.0,07:09.2,3272,Jersey & 3rd,40.72333159,-74.04595256,3205,JC Medical Center,40.71653978,-74.04963791,42549,Subscriber,1986,Male,34
3346,55.77,04:31.0,00:17.1,3186,Grove St PATH,40.71958612,-74.04311746,3638,Washington St,40.7242941,-74.0354826,42258,Customer,1969,Unknown,51
2675,44.58,04:51.6,49:27.5,3276,Marin Light Rail,40.71458404,-74.04281706,3272,Jersey & 3rd,40.72333159,-74.04595256,42372,Subscriber,1981,Male,39
2251,37.52,05:02.1,42:33.9,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,42107,Customer,1969,Unknown,51
3303,55.05,05:11.8,00:14.8,3186,Grove St PATH,40.71958612,-74.04311746,3638,Washington St,40.7242941,-74.0354826,42574,Subscriber,1997,Female,23
298,4.97,05:13.3,10:11.3,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,42119,Subscriber,1999,Male,21
330,5.5,05:17.4,10:47.7,3186,Grove St PATH,40.71958612,-74.04311746,3483,Montgomery St,40.71942,-74.05099,42411,Subscriber,1989,Male,31
2646,44.1,05:21.9,49:27.9,3276,Marin Light Rail,40.71458404,-74.04281706,3272,Jersey & 3rd,40.72333159,-74.04595256,42381,Subscriber,1985,Female,35
1887,31.45,06:12.1,37:40.0,3214,Essex Light Rail,40.7127742,-74.0364857,3276,Marin Light Rail,40.71458404,-74.04281706,42445,Subscriber,1968,Male,52
