tripduration (s),tripduration (m/s),starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,Age 
349,5.82,09:45.6,15:35.3,3195,Sip Ave,40.7308971,-74.06391263,3280,Astor Place,40.7192822,-74.07126188,42581,Customer,1969,Unknown,51
138,2.3,11:22.5,13:41.2,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,42105,Subscriber,1949,Male,71
229,3.82,31:29.5,35:19.2,3483,Montgomery St,40.71942,-74.05099,3186,Grove St PATH,40.71958612,-74.04311746,42320,Customer,1984,Male,36
261,4.35,51:39.4,56:00.9,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,42170,Subscriber,1974,Female,46
168,2.8,06:32.0,09:20.1,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,42352,Subscriber,1966,Male,54
500,8.33,17:58.4,26:19.1,3209,Brunswick St,40.7241765,-74.0506564,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42208,Subscriber,1982,Male,38
237,3.95,33:42.0,37:39.5,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,42507,Subscriber,1981,Male,39
144,2.4,36:48.0,39:12.5,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,42132,Subscriber,1970,Male,50
2295,38.25,38:16.9,16:32.0,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,42400,Subscriber,1959,Male,61
88,1.47,41:03.8,42:32.8,3211,Newark Ave,40.72152515,-74.04630454,3186,Grove St PATH,40.71958612,-74.04311746,42114,Subscriber,1993,Male,27
327,5.45,42:31.7,47:58.8,3207,Oakland Ave,40.7376037,-74.0524783,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,42121,Subscriber,1982,Male,38
388,6.47,44:49.9,51:18.2,3203,Hamilton Park,40.72759597,-74.04424731,3185,City Hall,40.7177325,-74.043845,42422,Subscriber,1988,Female,32
280,4.67,01:10.0,05:50.6,3639,Harborside,40.7192517,-74.034234,3267,Morris Canal,40.71241882,-74.03852552,42536,Subscriber,1962,Female,58
370,6.17,10:54.6,17:05.2,3203,Hamilton Park,40.72759597,-74.04424731,3185,City Hall,40.7177325,-74.043845,42165,Subscriber,1970,Female,50
2351,39.18,16:59.5,56:11.3,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,42400,Subscriber,1959,Male,61
1135,18.92,19:15.8,38:11.8,3275,Columbus Drive,40.7183552,-74.03891444,3191,Union St,40.7182113,-74.0836394,42295,Customer,1999,Male,21
403,6.72,28:43.9,35:27.4,3278,Monmouth and 6th,40.72568548,-74.04879034,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42441,Subscriber,1979,Male,41
1139,18.98,37:41.2,56:40.8,3267,Morris Canal,40.71241882,-74.03852552,3639,Harborside,40.7192517,-74.034234,42536,Subscriber,1962,Female,58
346,5.77,46:07.9,51:54.9,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,42535,Subscriber,1991,Female,29
593,9.88,55:50.7,05:44.4,3186,Grove St PATH,40.71958612,-74.04311746,3192,Liberty Light Rail,40.7112423,-74.0557013,42458,Subscriber,1985,Male,35
351,5.85,57:04.4,02:55.6,3205,JC Medical Center,40.71653978,-74.04963791,3187,Warren St,40.7211236,-74.03805095,38937,Subscriber,1990,Male,30
632,10.53,33:10.1,43:42.5,3206,Hilltop,40.7311689,-74.0575736,3213,Van Vorst Park,40.71848892,-74.04772663,42467,Subscriber,1977,Female,43
177,2.95,40:19.9,43:17.1,3276,Marin Light Rail,40.71458404,-74.04281706,3214,Essex Light Rail,40.7127742,-74.0364857,42407,Subscriber,1981,Male,39
470,7.83,46:04.9,53:55.5,3199,Newport Pkwy,40.7287448,-74.0321082,3203,Hamilton Park,40.72759597,-74.04424731,42583,Subscriber,1981,Male,39
333,5.55,57:01.6,02:35.2,3212,Christ Hospital,40.73478582,-74.05044364,3195,Sip Ave,40.7308971,-74.06391263,42182,Customer,1969,Unknown,51
132,2.2,48:13.7,50:26.5,3209,Brunswick St,40.7241765,-74.0506564,3211,Newark Ave,40.72152515,-74.04630454,42346,Subscriber,1957,Male,63
1327,22.12,56:12.3,18:19.7,3694,Jackson Square,40.71113,-74.0789,3272,Jersey & 3rd,40.72333159,-74.04595256,42634,Subscriber,1960,Male,60
1102,18.37,59:14.0,17:36.2,3220,5 Corners Library,40.73496102,-74.05950308,3211,Newark Ave,40.72152515,-74.04630454,42149,Customer,1998,Male,22
243,4.05,21:34.7,25:38.5,3269,Brunswick & 6th,40.72601173,-74.05038893,3211,Newark Ave,40.72152515,-74.04630454,42445,Subscriber,1982,Female,38
1322,22.03,26:44.5,48:47.1,3206,Hilltop,40.7311689,-74.0575736,3639,Harborside,40.7192517,-74.034234,42615,Subscriber,1984,Male,36
318,5.3,38:34.7,43:52.9,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,42532,Subscriber,1988,Male,32
329,5.48,50:39.8,56:08.9,3639,Harborside,40.7192517,-74.034234,3202,Newport PATH,40.7272235,-74.0337589,42451,Subscriber,1949,Male,71
987,16.45,04:10.2,20:37.3,3270,Jersey & 6th St,40.72528911,-74.04557168,3198,Heights Elevator,40.74871595,-74.0404433,42377,Subscriber,1976,Male,44
306,5.1,09:00.8,14:06.8,3638,Washington St,40.7242941,-74.0354826,3186,Grove St PATH,40.71958612,-74.04311746,42300,Customer,1969,Unknown,51
403,6.72,14:56.3,21:40.2,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,42316,Subscriber,1999,Male,21
736,12.27,39:24.7,51:41.1,3639,Harborside,40.7192517,-74.034234,3639,Harborside,40.7192517,-74.034234,42164,Subscriber,1984,Male,36
758,12.63,41:27.6,54:05.8,3678,Fairmount Ave,40.72572614,-74.07195926,3276,Marin Light Rail,40.71458404,-74.04281706,42144,Customer,1969,Unknown,51
1197,19.95,49:20.4,09:17.6,3205,JC Medical Center,40.71653978,-74.04963791,3187,Warren St,40.7211236,-74.03805095,42198,Subscriber,1968,Male,52
264,4.4,57:13.1,01:37.2,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,41356,Subscriber,1986,Male,34
780,13,57:16.2,10:16.7,3677,Glenwood Ave,40.72755147,-74.07106072,3203,Hamilton Park,40.72759597,-74.04424731,42168,Subscriber,1959,Male,61
1235,20.58,58:22.0,18:57.5,3268,Lafayette Park,40.71346383,-74.06285852,3205,JC Medical Center,40.71653978,-74.04963791,42462,Subscriber,1992,Male,28
2437,40.62,01:28.4,42:05.7,3276,Marin Light Rail,40.71458404,-74.04281706,3185,City Hall,40.7177325,-74.043845,42489,Subscriber,1987,Male,33
1084,18.07,05:31.3,23:36.2,3191,Union St,40.7182113,-74.0836394,3195,Sip Ave,40.7308971,-74.06391263,42475,Subscriber,1977,Male,43
133,2.22,08:03.1,10:16.4,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,42499,Subscriber,1997,Female,23
564,9.4,10:37.0,20:01.1,3203,Hamilton Park,40.72759597,-74.04424731,3206,Hilltop,40.7311689,-74.0575736,42374,Subscriber,1997,Female,23
235,3.92,10:46.8,14:42.3,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,42168,Subscriber,1959,Male,61
2298,38.3,14:57.7,53:16.6,3203,Hamilton Park,40.72759597,-74.04424731,3199,Newport Pkwy,40.7287448,-74.0321082,42168,Subscriber,1959,Male,61
405,6.75,19:42.6,26:27.9,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,42134,Subscriber,1953,Female,67
301,5.02,24:45.4,29:46.7,3214,Essex Light Rail,40.7127742,-74.0364857,3276,Marin Light Rail,40.71458404,-74.04281706,42178,Subscriber,1958,Male,62
1781,29.68,27:05.5,56:47.1,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42389,Subscriber,1971,Female,49
1433,23.88,30:53.9,54:47.4,3280,Astor Place,40.7192822,-74.07126188,3268,Lafayette Park,40.71346383,-74.06285852,42143,Subscriber,1983,Male,37
789,13.15,34:58.5,48:07.9,3195,Sip Ave,40.7308971,-74.06391263,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42475,Subscriber,1990,Male,30
369,6.15,36:01.1,42:10.6,3640,Journal Square,40.73367,-74.0625,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42383,Subscriber,1978,Male,42
4069,67.82,36:13.5,44:02.8,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,42178,Subscriber,1983,Male,37
365,6.08,37:32.8,43:38.1,3276,Marin Light Rail,40.71458404,-74.04281706,3184,Paulus Hook,40.7141454,-74.0335519,42133,Subscriber,1958,Male,62
1310,21.83,37:59.1,59:49.6,3191,Union St,40.7182113,-74.0836394,3198,Heights Elevator,40.74871595,-74.0404433,42261,Subscriber,1991,Male,29
129,2.15,45:58.3,48:07.5,3194,McGinley Square,40.72533993,-74.06762213,3677,Glenwood Ave,40.72755147,-74.07106072,42275,Subscriber,1978,Male,42
325,5.42,51:12.0,56:37.3,3199,Newport Pkwy,40.7287448,-74.0321082,3638,Washington St,40.7242941,-74.0354826,42314,Subscriber,1980,Male,40
2654,44.23,54:14.4,38:28.8,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42168,Subscriber,1959,Male,61
205,3.42,57:24.7,00:50.0,3193,Lincoln Park,40.7246051,-74.07840595,3677,Glenwood Ave,40.72755147,-74.07106072,42278,Subscriber,1978,Male,42
309,5.15,57:31.3,02:40.6,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,42252,Subscriber,1977,Female,43
935,15.58,00:27.1,16:02.5,3199,Newport Pkwy,40.7287448,-74.0321082,3214,Essex Light Rail,40.7127742,-74.0364857,42428,Subscriber,1982,Female,38
588,9.8,00:43.5,10:32.2,3638,Washington St,40.7242941,-74.0354826,3199,Newport Pkwy,40.7287448,-74.0321082,42354,Subscriber,1980,Male,40
376,6.27,01:30.1,07:46.5,3192,Liberty Light Rail,40.7112423,-74.0557013,3213,Van Vorst Park,40.71848892,-74.04772663,42389,Subscriber,1983,Male,37
647,10.78,01:32.1,12:19.8,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.7287448,-74.0321082,42341,Subscriber,1987,Female,33
112,1.87,03:43.3,05:36.2,3678,Fairmount Ave,40.72572614,-74.07195926,3194,McGinley Square,40.72533993,-74.06762213,42601,Subscriber,1978,Male,42
362,6.03,04:11.5,10:14.3,3194,McGinley Square,40.72533993,-74.06762213,3483,Montgomery St,40.71942,-74.05099,42550,Subscriber,1994,Male,26
1435,23.92,07:21.9,31:17.3,3199,Newport Pkwy,40.7287448,-74.0321082,3186,Grove St PATH,40.71958612,-74.04311746,18220,Customer,1989,Male,31
490,8.17,12:54.8,21:05.6,3213,Van Vorst Park,40.71848892,-74.04772663,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42467,Subscriber,1983,Male,37
414,6.9,14:09.2,21:04.0,3213,Van Vorst Park,40.71848892,-74.04772663,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42135,Subscriber,1994,Male,26
138,2.3,14:52.1,17:10.3,3213,Van Vorst Park,40.71848892,-74.04772663,3205,JC Medical Center,40.71653978,-74.04963791,42308,Subscriber,1964,Female,56
212,3.53,16:14.4,19:46.7,3275,Columbus Drive,40.7183552,-74.03891444,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42602,Subscriber,1977,Female,43
447,7.45,19:24.1,26:51.9,3639,Harborside,40.7192517,-74.034234,3209,Brunswick St,40.7241765,-74.0506564,42412,Subscriber,1984,Male,36
219,3.65,22:05.4,25:45.1,3194,McGinley Square,40.72533993,-74.06762213,3280,Astor Place,40.7192822,-74.07126188,42147,Subscriber,1959,Male,61
171,2.85,25:15.3,28:06.4,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,42485,Subscriber,1964,Female,56
129,2.15,31:28.0,33:37.2,3185,City Hall,40.7177325,-74.043845,3481,York St,40.71649,-74.04105,42165,Subscriber,1964,Female,56
2671,44.52,35:39.9,20:11.7,3186,Grove St PATH,40.71958612,-74.04311746,3186,Grove St PATH,40.71958612,-74.04311746,42320,Subscriber,1985,Male,35
154,2.57,35:44.2,38:18.6,3206,Hilltop,40.7311689,-74.0575736,3640,Journal Square,40.73367,-74.0625,42374,Subscriber,1991,Male,29
1586,26.43,38:16.9,04:43.8,3186,Grove St PATH,40.71958612,-74.04311746,3199,Newport Pkwy,40.7287448,-74.0321082,42110,Customer,1989,Male,31
249,4.15,40:17.1,44:26.2,3213,Van Vorst Park,40.71848892,-74.04772663,3211,Newark Ave,40.72152515,-74.04630454,40790,Subscriber,1968,Male,52
1355,22.58,40:49.5,03:24.5,3199,Newport Pkwy,40.7287448,-74.0321082,3677,Glenwood Ave,40.72755147,-74.07106072,42168,Subscriber,1959,Male,61
892,14.87,51:23.3,06:15.4,3198,Heights Elevator,40.74871595,-74.0404433,3201,Dey St,40.737711,-74.066921,42261,Subscriber,1991,Male,29
753,12.55,54:25.7,06:59.5,3199,Newport Pkwy,40.7287448,-74.0321082,3185,City Hall,40.7177325,-74.043845,42341,Subscriber,1987,Female,33
1223,20.38,56:42.5,17:06.2,3279,Dixon Mills,40.72163014,-74.04996783,3198,Heights Elevator,40.74871595,-74.0404433,42240,Subscriber,1987,Female,33
119,1.98,57:08.9,59:08.7,3276,Marin Light Rail,40.71458404,-74.04281706,3185,City Hall,40.7177325,-74.043845,42144,Subscriber,1993,Male,27
516,8.6,57:20.5,05:57.5,3211,Newark Ave,40.72152515,-74.04630454,3211,Newark Ave,40.72152515,-74.04630454,42259,Subscriber,1982,Male,38
161,2.68,59:57.7,02:39.6,3272,Jersey & 3rd,40.72333159,-74.04595256,3278,Monmouth and 6th,40.72568548,-74.04879034,42465,Subscriber,1984,Male,36
136,2.27,00:27.1,02:43.3,3481,York St,40.71649,-74.04105,3275,Columbus Drive,40.7183552,-74.03891444,42375,Subscriber,1964,Female,56
484,8.07,02:59.8,11:04.3,3202,Newport PATH,40.7272235,-74.0337589,3184,Paulus Hook,40.7141454,-74.0335519,39059,Subscriber,1973,Male,47
278,4.63,06:31.2,11:09.2,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,42116,Subscriber,1980,Male,40
117,1.95,08:18.2,10:15.9,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,42386,Subscriber,1993,Male,27
84,1.4,11:24.8,12:49.6,3273,Manila & 1st,40.72165072,-74.04288411,3186,Grove St PATH,40.71958612,-74.04311746,42184,Subscriber,1964,Female,56
303,5.05,11:29.9,16:33.2,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,42146,Subscriber,1974,Female,46
858,14.3,11:51.3,26:10.0,3201,Dey St,40.737711,-74.066921,3191,Union St,40.7182113,-74.0836394,42261,Subscriber,1991,Male,29
3202,53.37,25:21.8,18:44.2,3267,Morris Canal,40.71241882,-74.03852552,3276,Marin Light Rail,40.71458404,-74.04281706,42366,Subscriber,1968,Male,52
121,2.02,27:06.9,29:08.6,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,42489,Subscriber,1964,Female,56
2291,38.18,27:53.2,06:04.5,3198,Heights Elevator,40.74871595,-74.0404433,3186,Grove St PATH,40.71958612,-74.04311746,42377,Subscriber,1981,Male,39
2185,36.42,50:18.4,26:44.4,3198,Heights Elevator,40.74871595,-74.0404433,3198,Heights Elevator,40.74871595,-74.0404433,42240,Customer,1992,Female,28
109,1.82,55:24.1,57:13.2,3186,Grove St PATH,40.71958612,-74.04311746,3211,Newark Ave,40.72152515,-74.04630454,42114,Subscriber,1993,Male,27
373,6.22,03:17.3,09:30.3,3275,Columbus Drive,40.7183552,-74.03891444,3202,Newport PATH,40.7272235,-74.0337589,42449,Subscriber,1987,Unknown,33
338,5.63,05:04.7,10:43.6,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3185,City Hall,40.7177325,-74.043845,42441,Subscriber,1993,Male,27
736,12.27,06:30.2,18:47.1,3694,Jackson Square,40.71113,-74.0789,3186,Grove St PATH,40.71958612,-74.04311746,42222,Subscriber,1988,Male,32
393,6.55,06:49.0,13:22.7,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,42403,Subscriber,1976,Male,44
7160,119.33,07:04.8,06:25.8,3272,Jersey & 3rd,40.72333159,-74.04595256,3272,Jersey & 3rd,40.72333159,-74.04595256,42411,Subscriber,1986,Male,34
842,14.03,07:54.1,21:56.4,3211,Newark Ave,40.72152515,-74.04630454,3273,Manila & 1st,40.72165072,-74.04288411,42114,Subscriber,1965,Male,55
3479,57.98,08:50.4,06:49.9,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,42600,Subscriber,1982,Female,38
404,6.73,13:06.6,19:51.1,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,42535,Subscriber,1954,Male,66
590,9.83,14:16.4,24:06.5,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,3207,Oakland Ave,40.7376037,-74.0524783,42121,Subscriber,1982,Male,38
1915,31.92,19:53.7,51:48.9,3276,Marin Light Rail,40.71458404,-74.04281706,3267,Morris Canal,40.71241882,-74.03852552,42408,Subscriber,1968,Male,52
911,15.18,25:26.0,40:37.2,3211,Newark Ave,40.72152515,-74.04630454,3694,Jackson Square,40.71113,-74.0789,42118,Subscriber,1988,Male,32
2149,35.82,26:20.4,02:10.2,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3209,Brunswick St,40.7241765,-74.0506564,42208,Subscriber,1982,Male,38
313,5.22,36:23.3,41:36.3,3214,Essex Light Rail,40.7127742,-74.0364857,3185,City Hall,40.7177325,-74.043845,42407,Subscriber,1985,Male,35
652,10.87,39:35.0,50:27.8,3186,Grove St PATH,40.71958612,-74.04311746,3206,Hilltop,40.7311689,-74.0575736,42350,Subscriber,1968,Male,52
234,3.9,41:25.8,45:20.2,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42352,Subscriber,1966,Male,54
603,10.05,41:28.9,51:32.8,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,42519,Customer,1969,Unknown,51
3651,60.85,50:34.5,51:26.4,3269,Brunswick & 6th,40.72601173,-74.05038893,3269,Brunswick & 6th,40.72601173,-74.05038893,42115,Customer,1969,Unknown,51
1140,19,50:39.1,09:39.8,3199,Newport Pkwy,40.7287448,-74.0321082,3639,Harborside,40.7192517,-74.034234,42110,Customer,1969,Unknown,51
306,5.1,51:31.9,56:38.4,3278,Monmouth and 6th,40.72568548,-74.04879034,3483,Montgomery St,40.71942,-74.05099,42465,Subscriber,1981,Female,39
1373,22.88,51:37.3,14:30.6,3195,Sip Ave,40.7308971,-74.06391263,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42625,Customer,1969,Unknown,51
3095,51.58,52:48.4,44:23.9,3279,Dixon Mills,40.72163014,-74.04996783,3279,Dixon Mills,40.72163014,-74.04996783,42233,Subscriber,1984,Male,36
5237,87.28,02:15.3,29:32.7,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42354,Customer,1999,Female,21
1485,24.75,04:21.5,29:07.1,3203,Hamilton Park,40.72759597,-74.04424731,3193,Lincoln Park,40.7246051,-74.07840595,42134,Customer,1986,Male,34
483,8.05,06:51.2,14:54.7,3273,Manila & 1st,40.72165072,-74.04288411,3211,Newark Ave,40.72152515,-74.04630454,42582,Subscriber,1970,Male,50
690,11.5,15:33.7,27:04.1,3207,Oakland Ave,40.7376037,-74.0524783,3483,Montgomery St,40.71942,-74.05099,42121,Subscriber,1989,Female,31
467,7.78,18:01.8,25:49.3,3206,Hilltop,40.7311689,-74.0575736,3211,Newark Ave,40.72152515,-74.04630454,42350,Subscriber,1968,Male,52
339,5.65,23:22.5,29:02.4,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3206,Hilltop,40.7311689,-74.0575736,42383,Customer,1969,Unknown,51
583,9.72,24:51.6,34:34.8,3195,Sip Ave,40.7308971,-74.06391263,3270,Jersey & 6th St,40.72528911,-74.04557168,41356,Customer,1996,Female,24
1116,18.6,30:02.0,48:38.8,3205,JC Medical Center,40.71653978,-74.04963791,3206,Hilltop,40.7311689,-74.0575736,42174,Subscriber,1977,Female,43
1425,23.75,30:25.3,54:10.5,3193,Lincoln Park,40.7246051,-74.07840595,3203,Hamilton Park,40.72759597,-74.04424731,42134,Customer,1986,Male,34
538,8.97,32:13.0,41:11.1,3267,Morris Canal,40.71241882,-74.03852552,3187,Warren St,40.7211236,-74.03805095,42129,Subscriber,1956,Male,64
522,8.7,32:32.3,41:14.7,3267,Morris Canal,40.71241882,-74.03852552,3187,Warren St,40.7211236,-74.03805095,42109,Subscriber,1957,Male,63
474,7.9,37:35.2,45:30.0,3270,Jersey & 6th St,40.72528911,-74.04557168,3202,Newport PATH,40.7272235,-74.0337589,41356,Customer,1996,Female,24
266,4.43,39:54.6,44:20.6,3195,Sip Ave,40.7308971,-74.06391263,3678,Fairmount Ave,40.72572614,-74.07195926,42507,Subscriber,1981,Male,39
1712,28.53,41:35.6,10:08.5,3278,Monmouth and 6th,40.72568548,-74.04879034,3205,JC Medical Center,40.71653978,-74.04963791,42146,Subscriber,1983,Male,37
968,16.13,44:33.1,00:42.0,3275,Columbus Drive,40.7183552,-74.03891444,3275,Columbus Drive,40.7183552,-74.03891444,42545,Customer,1969,Unknown,51
2368,39.47,44:36.9,24:05.8,3269,Brunswick & 6th,40.72601173,-74.05038893,3278,Monmouth and 6th,40.72568548,-74.04879034,42191,Subscriber,1977,Male,43
723,12.05,46:56.4,59:00.2,3187,Warren St,40.7211236,-74.03805095,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,42302,Subscriber,1985,Male,35
699,11.65,47:26.5,59:05.9,3187,Warren St,40.7211236,-74.03805095,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,38937,Customer,1969,Unknown,51
1379,22.98,53:17.5,16:17.3,3269,Brunswick & 6th,40.72601173,-74.05038893,3192,Liberty Light Rail,40.7112423,-74.0557013,42115,Subscriber,1974,Female,46
3811,63.52,56:28.0,59:59.6,3213,Van Vorst Park,40.71848892,-74.04772663,3213,Van Vorst Park,40.71848892,-74.04772663,42229,Customer,1998,Female,22
377,6.28,58:59.9,05:17.8,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.71241882,-74.03852552,42602,Subscriber,1988,Male,32
314,5.23,59:13.1,04:27.9,3483,Montgomery St,40.71942,-74.05099,3278,Monmouth and 6th,40.72568548,-74.04879034,42550,Subscriber,1981,Female,39
333,5.55,01:25.8,06:59.4,3267,Morris Canal,40.71241882,-74.03852552,3267,Morris Canal,40.71241882,-74.03852552,42408,Subscriber,1968,Male,52
383,6.38,08:10.6,14:33.8,3275,Columbus Drive,40.7183552,-74.03891444,3199,Newport Pkwy,40.7287448,-74.0321082,42255,Subscriber,1992,Female,28
789,13.15,08:12.4,21:21.9,3640,Journal Square,40.73367,-74.0625,3211,Newark Ave,40.72152515,-74.04630454,42204,Customer,1998,Male,22
689,11.48,10:00.7,21:30.0,3640,Journal Square,40.73367,-74.0625,3211,Newark Ave,40.72152515,-74.04630454,42348,Customer,1969,Unknown,51
964,16.07,11:19.6,27:23.9,3205,JC Medical Center,40.71653978,-74.04963791,3185,City Hall,40.7177325,-74.043845,42462,Subscriber,1983,Male,37
710,11.83,12:47.4,24:37.9,3639,Harborside,40.7192517,-74.034234,3276,Marin Light Rail,40.71458404,-74.04281706,42105,Subscriber,1990,Male,30
670,11.17,12:55.9,24:06.8,3639,Harborside,40.7192517,-74.034234,3276,Marin Light Rail,40.71458404,-74.04281706,42110,Subscriber,1992,Female,28
2410,40.17,14:20.5,54:31.2,3267,Morris Canal,40.71241882,-74.03852552,3276,Marin Light Rail,40.71458404,-74.04281706,42408,Subscriber,1968,Male,52
1305,21.75,16:38.8,38:24.7,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42255,Subscriber,1991,Male,29
1251,20.85,16:50.7,37:42.6,3192,Liberty Light Rail,40.7112423,-74.0557013,3211,Newark Ave,40.72152515,-74.04630454,42458,Subscriber,1974,Female,46
829,13.82,17:51.6,31:40.8,3193,Lincoln Park,40.7246051,-74.07840595,3209,Brunswick St,40.7241765,-74.0506564,42260,Subscriber,1992,Male,28
395,6.58,18:52.4,25:28.2,3187,Warren St,40.7211236,-74.03805095,3267,Morris Canal,40.71241882,-74.03852552,42226,Subscriber,1957,Male,63
405,6.75,19:43.5,26:28.7,3187,Warren St,40.7211236,-74.03805095,3267,Morris Canal,40.71241882,-74.03852552,42111,Subscriber,1956,Male,64
273,4.55,23:26.4,28:00.0,3185,City Hall,40.7177325,-74.043845,3187,Warren St,40.7211236,-74.03805095,40910,Subscriber,1983,Male,37
1065,17.75,26:08.0,43:53.4,3273,Manila & 1st,40.72165072,-74.04288411,3203,Hamilton Park,40.72759597,-74.04424731,42468,Customer,1969,Unknown,51
1162,19.37,26:22.0,45:44.4,3185,City Hall,40.7177325,-74.043845,3269,Brunswick & 6th,40.72601173,-74.05038893,42529,Customer,1986,Female,34
224,3.73,27:15.1,30:59.8,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,42601,Subscriber,1994,Female,26
605,10.08,27:37.3,37:42.4,3209,Brunswick St,40.7241765,-74.0506564,3202,Newport PATH,40.7272235,-74.0337589,42338,Subscriber,1995,Female,25
849,14.15,27:40.7,41:50.5,3202,Newport PATH,40.7272235,-74.0337589,3214,Essex Light Rail,40.7127742,-74.0364857,42488,Subscriber,1975,Male,45
399,6.65,27:41.3,34:21.1,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.7287448,-74.0321082,42187,Subscriber,1989,Male,31
1032,17.2,27:45.7,44:58.3,3185,City Hall,40.7177325,-74.043845,3269,Brunswick & 6th,40.72601173,-74.05038893,38358,Subscriber,1983,Male,37
86,1.43,28:53.7,30:20.5,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,42475,Subscriber,1991,Male,29
2353,39.22,31:32.3,10:45.4,3276,Marin Light Rail,40.71458404,-74.04281706,3199,Newport Pkwy,40.7287448,-74.0321082,42110,Subscriber,1992,Female,28
2071,34.52,31:32.9,06:04.3,3209,Brunswick St,40.7241765,-74.0506564,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,42412,Customer,1996,Male,24
2351,39.18,31:35.2,10:47.1,3276,Marin Light Rail,40.71458404,-74.04281706,3199,Newport Pkwy,40.7287448,-74.0321082,42105,Subscriber,1990,Male,30
1082,18.03,33:07.8,51:09.9,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,42109,Customer,1990,Male,30
